tmdbId,review_count,pct_positive,avg_sentiment_score
597,7,0.8571428571428571,0.998977107661111
598,2,1.0,0.9987772405147552
599,7,1.0,0.9988752688680377
600,4,1.0,0.9960703402757645
601,4,1.0,0.9988668859004974
602,4,0.75,0.9990619570016861
603,9,1.0,0.9987981783019172
604,2,1.0,0.9966824352741241
605,2,0.0,0.9993605017662048
607,6,1.0,0.9988431135813395
608,6,0.6666666666666666,0.9984121521313986
609,5,0.8,0.996966290473938
612,3,0.6666666666666666,0.9976159731547037
613,2,1.0,0.9989008903503418
615,3,1.0,0.9988998373349508
616,3,1.0,0.9988459149996439
617,1,1.0,0.998908519744873
619,2,0.5,0.9991922676563263
620,4,0.75,0.9954802989959717
621,5,1.0,0.9987456202507019
622,2,1.0,0.998898059129715
623,2,0.5,0.9986511468887329
624,1,1.0,0.9988951086997986
625,3,1.0,0.9988085031509399
627,3,1.0,0.9988909363746643
628,1,1.0,0.9988143444061279
629,10,0.7,0.9986685514450073
630,6,1.0,0.9988308846950531
634,4,1.0,0.9985131323337555
637,2,1.0,0.9985635578632355
638,2,1.0,0.9979790151119232
639,4,0.5,0.9949415475130081
640,5,1.0,0.9988438248634338
641,4,0.75,0.9987398535013199
642,6,1.0,0.9980122148990631
644,4,0.75,0.9787609130144119
646,8,0.875,0.9944225773215294
650,3,1.0,0.9989100694656372
651,1,0.0,0.9922845363616943
652,6,0.8333333333333334,0.998628964026769
653,2,1.0,0.9988724589347839
654,4,1.0,0.9987158179283142
657,8,1.0,0.9988608956336975
658,8,1.0,0.9983339011669159
660,8,0.875,0.9987253546714783
664,3,1.0,0.9988212188084921
665,4,1.0,0.9988871216773987
668,10,0.6,0.9989309966564178
670,4,1.0,0.9988741874694824
671,4,1.0,0.9984984397888184
672,2,1.0,0.9989199936389923
673,3,1.0,0.99882839123408
674,3,1.0,0.9988067547480265
675,3,1.0,0.9988820552825928
676,5,0.4,0.9992426991462707
679,14,0.8571428571428571,0.9989379261221204
680,8,0.875,0.9988787472248077
681,6,0.6666666666666666,0.9976302782694498
682,7,0.8571428571428571,0.998785308429173
686,4,0.5,0.996740996837616
687,3,1.0,0.99891597032547
688,2,1.0,0.998885452747345
691,7,0.8571428571428571,0.9988243154117039
693,1,1.0,0.9949138164520264
694,6,1.0,0.9987978438536326
695,3,1.0,0.9988631208737692
696,3,0.6666666666666666,0.9949018160502116
698,6,0.8333333333333334,0.9979979495207468
699,6,0.8333333333333334,0.9989401002724966
702,2,1.0,0.9986783564090729
703,4,1.0,0.9986592382192612
704,1,1.0,0.9988006353378296
705,4,1.0,0.998750314116478
707,7,0.5714285714285714,0.9984780039106097
709,8,0.875,0.9983830228447914
710,7,0.7142857142857143,0.9990102989333016
711,1,1.0,0.9970707893371582
712,2,1.0,0.9983777701854706
713,3,0.6666666666666666,0.9983804623285929
714,6,0.8333333333333334,0.9971728324890137
744,4,0.75,0.9989863783121109
745,6,1.0,0.9988898237546285
746,1,1.0,0.9989157915115356
747,3,1.0,0.9988565047581991
752,3,0.6666666666666666,0.9990116357803345
754,5,0.8,0.9988879680633544
755,4,0.75,0.9989985227584839
756,2,1.0,0.9986771047115326
762,4,0.75,0.9989462643861771
763,3,0.6666666666666666,0.9988465905189514
764,5,0.6,0.997771942615509
765,6,0.8333333333333334,0.9987210134665171
766,6,1.0,0.9988528688748678
767,5,0.8,0.9973485469818115
768,4,1.0,0.9987729638814926
769,9,1.0,0.9988609817292955
770,2,1.0,0.9983667433261871
771,6,0.8333333333333334,0.9977575639883677
772,3,1.0,0.9988630414009094
773,2,1.0,0.9988560676574707
782,3,1.0,0.9978792667388916
783,1,1.0,0.9989180564880371
786,6,1.0,0.9988606671492258
787,7,0.8571428571428571,0.9983733807291303
788,2,1.0,0.998382955789566
792,3,1.0,0.9988203446070353
793,2,0.5,0.998920202255249
794,3,0.6666666666666666,0.9981503089269003
795,2,1.0,0.9972496926784515
796,1,1.0,0.9987967014312744
801,2,1.0,0.9987889230251312
802,1,1.0,0.9976792931556702
804,3,1.0,0.9988502860069275
805,1,1.0,0.9988856911659241
807,7,0.8571428571428571,0.9988916005407061
808,4,1.0,0.9987991452217102
809,2,1.0,0.9980997741222382
810,1,1.0,0.9978043437004089
812,5,1.0,0.9989094138145447
